isbn13 ,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,numbers,ratings_count
9.78E+12,140309594,Pippi Goes on Board,Astrid Lindgren;Louis S. Glanzman,Juvenile Fiction,http://books.google.com/books/content?id=CbIFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The further adventures of Pippi and her friends Tommy and Annika.,1977,4.12,140,10082
9.78E+12,140320431,Charlie and the Great Glass Elevator,Roald Dahl,Adventure stories,http://books.google.com/books/content?id=BmE7b_S91roC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mr. Willy Wonka might be a genius with chocolate, but Charlie and his family don't trust his flying skills one bit. And right now, he's at the helm of a giant glass elevator that's picking up speed and hurtling through space with Charlie and the entire Bucket family stuck inside! Roald Dahl's uproarious sequel to ""Charlie and the Chocolate Factory"" is certain to delight and entertain a new generation of readers. ""From the Hardcover edition.""",1986,3.66,160,201
9.78E+12,140322620,Fairy Tales,Terry Jones;Michael Foreman,Children's stories,http://books.google.com/books/content?id=KMK_QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of thirty original fairy tales introducing such beings as the fly-by-night, the rainbow cat, and the wonderful cake-horse.",1987,4.23,160,171
9.78E+12,140345825,Strange Attractors,William Sleator,Juvenile Fiction,http://books.google.com/books/content?id=DpgIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Max finds himself in possession of a time travel device which is eagerly sought by two desperate men, the scientist who invented it and the scientist's alter ego from a different timeline.",1991,3.71,176,226
9.78E+12,140363335,How Do You Lose Those Ninth-Grade Blues?,Barthe DeClements,Obesity,http://books.google.com/books/content?id=1P-FcgE0pcMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Though no longer a fat girl, Elsie, now fifteen, still has trouble believing anyone could love her and that old fear threatens her relationship with her boyfriend.",1993,3.74,144,10
9.78E+12,140364757,Seventeen & In-Between,Barthe DeClements,High schools,http://books.google.com/books/content?id=ptENPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At seventeen, Elsie Edwards, once the fat girl of fifth grade, later slender but insecure in ninth grade, now has boyfriend problems that once would have seemed too good to be true.",1993,3.82,176,221
9.78E+12,140366601,The Puffin Book of Nonsense Verse,Quentin Blake,Juvenile Nonfiction,http://books.google.com/books/content?id=hMjTHea0roQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A lively, upbeat collection of nonsense verse for all the family, including Lear, Carroll, Belloc and Nash, with Quentin Blake's wonderfully loopy illustrations.",1996,4.04,287,76
9.78E+12,140367357,Five Children and it,Edith Nesbit,Juvenile Fiction,http://books.google.com/books/content?id=T5WpzcIxwTsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A series of phenomenal adventures follow when young Anthea discovers a sand-fairy who can grant wishes.,1996,3.88,237,18215
9.78E+12,140367438,The Enchanted Castle,E. Nesbit,Juvenile Fiction,http://books.google.com/books/content?id=75V6xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"E. Nesbit's classic story of how Gerald, Cathy and Jimmy find an enchanted garden and awake a princess from a hundred-year sleep, only to have her immediately made invisible by a magic ring. Her rescue is difficult, funny and sometimes frightening.",2004,3.85,291,6124
9.78E+12,140383190,Bound for Oregon,Jean Van Leeuwen,Juvenile Fiction,http://books.google.com/books/content?id=b8YxNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Bound For Oregon (PB),1996,3.78,176,817
9.78E+12,140389660,"That was Then, this is Now",S. E. Hinton,Juvenile Fiction,http://books.google.com/books/content?id=l7XQD-EfgFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,HINTON/THAT WAS THEN THIS IS NOW,2008,3.91,159,25827
9.78E+12,140422153,The Complete Poems,William Blake,Literary Criticism,http://books.google.com/books/content?id=oYAsTM2q0rEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Contains all of Blake's poetry with full annotation and a glossary of proper names.,1977,4.29,1072,7584
9.78E+12,140424385,The Canterbury Tales,Geoffrey Chaucer,Poetry,http://books.google.com/books/content?id=Ek_-lNfzGUcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'Now as I've drunk a draught of corn-ripe ale, By God it stands to reason I can strike On some good story that you all will like' In The Canterbury Tales Chaucer created one of the great touchstones of English literature, a masterly collection of chivalric romances, moral allegories and low farce. A story-telling competition within a group of pilgrims from all walks of life is the occasion for a series of tales that range from the Knight's account of courtly love and the ebullient Wife of Bath's Arthurian legend, to the ribald anecdotes of the Miller and the Cook. Rich and diverse, The Canterbury tales offers us an unrivalled glimpse into the life and mind of medieval England. Nevill Coghill's masterly and vivid modern English verse translation is rendered with consummate skill to retain all the vigour and poetry of Chaucer's fourteenth-century Middle English.",2003,3.49,504,161011
9.78E+12,140430369,Three Gothic Novels,Horace Walpole;William Beckford;Mary Shelley,Fiction,http://books.google.com/books/content?id=ZjI_DRXFD7kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Walpole's The Castle of Otranto, Beckford's Vathek, and Shelley's Frankenstein The Gothic novel, which flourished from about 1765 until 1825, revels in the horrible and the supernatural, in suspense and exotic settings. This volume, with its erudite introduction by Mario Praz, presents three of the most celebrated Gothic novels: The Castle of Otranto, published pseudonymously in 1765, is one of the first of the genre and the most truly Gothic of the three. Vathek (1786), an oriental tale by an eccentric millionaire, exotically combines Gothic romanticism with the vivacity of The Arabian Nights and is a narrative tour de force. The story of Frankenstein (1818) and the monster he created is as spine-chilling today as it ever was; as in all Gothic novels, horror is the keynote. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",1968,3.7,505,290
,,,,,,,,,,
9.78E+12,140431055,Redburn,Herman Melville,Fiction,http://books.google.com/books/content?id=LH87V-JOBSEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The hardships of life at sea and the realities of distant cities provide young Redburn with a startling introduction to the world,1976,3.61,448,522
9.78E+12,140433392,The Birth of Tragedy,Friedrich Nietzsche,Literary Criticism,http://books.google.com/books/content?id=kJax-CzC3LoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents an argument for the necessity for art in life. This book is based on the author's enthusiasms for Greek tragedy, for the philosophy of Schopenhauer and for the music of Wagner. It outlines a distinction between two central forces: the Apolline, representing beauty and order, and the Dionysiac, a primal or ecstatic reaction to the sublime.",1993,3.98,160,9522
9.78E+12,140435190,The Pursuit of the Well-beloved and the Well-beloved,Thomas Hardy,Fiction,http://books.google.com/books/content?id=tLjGScN9eNAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Hardy's two versions of a strange story set in the weird landscape of Portland. The central figure is a man obsessed both with the search for his ideal woman and with sculpting the perfect figure of Aphrodite.,2007,3.59,416,120
9.78E+12,140436073,The Law and the Lady,Wilkie Collins,Fiction,http://books.google.com/books/content?id=1JI_hFUZufUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Probably the first full-length novel with a woman detective as its heroine, The Law and the Lady (1875) is a fascinating example of Collins' later fiction. Valeria Valerie Woodville's first act as a married woman is to sign her name incorrectly in the marriage register; this slip is followed by a gradual disclosure of secrets about her husband's earlier life, each of which leads to another set of questions and enigmas. Developing many of the techniques at work in The Moonstone in bizarre and unexpected ways, and employing both Gothic and fantastic elements, The Law and the Lady adds a significant dimension to the history of the detective novel.",1998,3.8,383,114
9.78E+12,140436146,Martin Chuzzlewit,Charles Dickens,Fiction,http://books.google.com/books/content?id=LO3SzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The greed of his family has led wealthy old Martin Chuzzlewit to become suspicious and misanthropic, leaving his grandson and namesake to make his own way in the world. And so young Martin sets out from the Wiltshire home of his supposed champion, the scheming architect Pecksniff, to seek his fortune in America. In depicting Martin�s journey � an experience that teaches him to question his inherited self-interest and egotism � Dickens created many vividly realized figures: the brutish lout Jonas Chuzzlewit, plotting to gain the family fortune; Martin�s optimistic manservant, Mark Tapley; gentle Tom Pinch; and the drunken and corrupt private nurse, Mrs Gamp. With its portrayal of greed, blackmail and murder, and its searing satire on America Dickens�s novel is a powerful and blackly comic story of hypocrisy and redemption.",1999,3.83,830,12722
9.78E+12,140436324,Selected Writings,Saint Thomas (Aquinas);Ralph McInerny;Ralph M. McInerny,Literary Collections,http://books.google.com/books/content?id=0rAbqAjBba8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Brings together sermons, commentary responses to criticism, and substantial extracts from the ""Summa Theologiae,"" arranged chronologically.",1998,3.9,841,594
9.78E+12,140436588,Ivanhoe,Walter Scott,Fiction,http://books.google.com/books/content?id=IiOgdjKRM5oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Scott's classic historical romance, set in the twelfth-century England of Richard I, depicts the adventures of the heroic Wilfred of Ivanhoe in winning the hand of beautiful Lady Rowena.",2000,3.75,544,72038
9.78E+12,140437509,Three Men in a Boat,Jerome Klapka Jerome,Fiction,http://books.google.com/books/content?id=DUXWxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When J. the narrator, George, Harris and Montmorency the dog set off on their hilarious misadventures, they can hardly predict the troubles that lie ahead with tow-ropes, unreliable weather-forecasts, imaginary illnesses, butter pats and tins of pineapple chunks. Denounced as vulgar by the literary establishment, Three Men in a Boat nevertheless caught the spirit of the times. The expansion of education and the increase in office workers created a new mass readership, and Jerome's book was especially popular among the 'clerking classes' who longed to be 'free from that fretful haste, that vehement striving, that is every day becoming more and more the bane of nineteenth-century life.' So popular did it prove that Jerome reunited his heroes for a bicycle tour of Germany. Despite some sharp, and with hindsight, prophetic observations of the country, Three Men on the Bummel describes an equally picaresque journey constrained only 'by the necessity of getting back within a given time to the point from which one started'.",1999,4.09,400,2243
9.78E+12,140437851,A Journal of the Plague Year,Daniel Defoe,Fiction,http://books.google.com/books/content?id=ANkRLiSUG24C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1665 the plague swept through London, claiming over 97,000 lives. Daniel Defoe was just five at the time of the plague, but he later called on his own memories, as well as his writing experience, to create this vivid chronicle of the epidemic and its victims. 'A Journal' (1722) follows Defoe's fictional narrator as he traces the devastating progress of the plague through the streets of London. Here we see a city transformed: some of its streets suspiciously empty, some - with crosses on their doors - overwhelmingly full of the sounds and smells of human suffering. And every living citizen he meets has a horrifying story that demands to be heard.",2003,3.53,289,3471
9.78E+12,140437916,Saint Joan,George Bernard Shaw,Drama,http://books.google.com/books/content?id=9S6eVEmCko4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of Shaw's most unusual and enduringly popular plays. With SAINT JOAN (1923) Shaw reached the height of his fame and Joan is one of his finest creations; forceful, vital, and rebelling against the values that surround her. The play distils Shaw's views on the subjects of politics, religion and creative evolution.",2003,3.79,160,5789
9.78E+12,140437975,"Maggie, a Girl of the Streets, and Other Tales of New York",Stephen Crane,Fiction,http://books.google.com/books/content?id=TeOwd7KTsxgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Portrays the brutal effects of the poverty and loneliness of slum life.,2000,3.66,272,2405
9.78E+12,140439056,A Christmas Carol and Other Christmas Writings,Charles Dickens,Fiction,http://books.google.com/books/content?id=1vITxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After reading Christmas Carol, the notoriously reculsive Thomas Carlyle was ""seized with a perfect convulsion of hospitality"" and threw not one but two Christmas dinner parties. The impact of the story may not always have been so dramatic but, along with Dickens other Christmas writings, it has had a lasting and significant influence upon our ideas about the Christmas spirit, and about the season as a time for celebration, charity, and memory.",2003,4.13,288,29719
9.78E+12,140440224,The Canterbury Tales,Geoffrey Chaucer,Poetry,http://books.google.com/books/content?id=ab8tos14Ti0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A retelling of the medieval poem about a group of travelers on a pilgrimage to Canterbury and the tales they tell each other,1977,3.49,489,1024
9.78E+12,140440461,"The Comedy of Dante Alighieri, the Florentine: Purgatory",Dante Alighieri,Poetry,http://books.google.com/books/content?id=sQb_yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The most celebrated work of Dante is the Divine comedy--a vision of hell, purgatory and heaven that provides a strangely surrealistic view of medieval attitudes on religious dogma and the price of disobedience.",1949,4.02,388,341
9.78E+12,140440933,Faust,Johann Goethe,Drama,http://books.google.com/books/content?id=IYSxmzIyouoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A brief analysis of the development, style, and protagonists of the play is included with Goethe's masterpiece about a troubled man who sells his soul to the devil.",1959,3.73,288,120
9.78E+12,140441050,The Divine Comedy & Paradise,Dante Alighieri,Poetry,http://books.google.com/books/content?id=3EDbEHca_k8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In Paradise, having plunged to the uttermost depths of Hell and climbed the Mount of Purgatory, Dante ascends to Heaven, continuing his soul's search for God, guided by his beloved Beatrice. As he progresses through the spheres of Paradise he grows in understanding, until he finally experiences divine love in the radiant presence of the deity. Examining eternal questions of faith, desire and enlightenment, Dante exercised all his learning and wit, wrath and tenderness in his creation of one of the greatest of all Christian allegories.",1962,3.95,400,11130
9.78E+12,140441123,Prometheus Bound and Other Plays,Aeschylus;Philip Vellacott,Drama,http://books.google.com/books/content?id=0gbclW98ougC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Aeschylus (525;456 BC) brought a new grandeur and epic sweep to the drama of classical Athens, raising it to the status of high art. In Prometheus Bound the defiant Titan Prometheus is brutally punished by Zeus for daring to improve the state of wretchedness and servitude in which mankind is kept. The Suppliants tells the story of the fifty daughters of Danaus who must flee to escape enforced marriages, while Seven Against Thebes shows the inexorable downfall of the last members of the cursed family of Oedipus. And The Persians, the only Greek tragedy to deal with events from recent Athenian history, depicts the aftermath of the defeat of Persia in the battle of Salamis, with a sympathetic portrayal of its disgraced King Xerxes. Philip Vellacott's evocative translation is accompanied by an introduction, with individual discussions of the plays, and their sources in history and mythology.",1961,4.1,160,4075
9.78E+12,140441220,"Iphigenia, Phaedra, Athaliah",Jean Racine,Drama,http://books.google.com/books/content?id=pNT4xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Strongly influenced by Classical drama, Jean Racine (1639–99) broke away from the grandiose theatricality of baroque drama to create works of intense psychological realism, with characters manipulated by cruel and vengeful gods. Iphigenia depicts a princess’s absolute submission to her father’s will, despite his determination to sacrifice her to gain divine favour before going to war. Described by Voltaire as ‘the masterpiece of the human mind’, Phaedra shows a woman’s struggle to overcome her overwhelming passion for her stepson – an obsession that brings destruction to a noble family. And Athaliah portrays a ruthless pagan queen, who defies Jehovah in her desperate attempt to keep the throne of Jerusalem from its legitimate heir.",1970,3.85,320,296
9.78E+12,140441379,The Nibelungenlied,A. Hatto,Literary Collections,http://books.google.com/books/content?id=nCV_E8HJkNUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Written by an unknown author in the twelfth century, this powerful tale of murder and revenge reaches back to the earliest epochs of German antiquity, transforming centuries-old legend into a masterpiece of chivalric drama. Siegfried, a great prince of the Netherlands, wins the hand of the beautiful princess Kriemhild of Burgundy, by aiding her brother Gunther in his struggle to seduce a powerful Icelandic Queen. But the two women quarrel, and Siegfried is ultimately destroyed by those he trusts the most. Comparable in scope to the Iliad, this skilfully crafted work combines the fragments of half-forgotten myths to create one of the greatest epic poems - the principal version of the heroic legends used by Richard Wagner, in The Ring.",1965,3.87,404,3893
9.78E+12,140441522,The Wasps,Aristophanes,Drama,http://books.google.com/books/content?id=jInV9Bd_Z88C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 'The Wasps' an old-fashioned father and his loose-living son come to blows--and end up in court; elsewhere Aristophanes milks the clash of generations for all it is worth by sending up the purveyors of new ideas like Socrates and Euripides (the most controversial of the great tragedians). In 'The Poet and the Women' Euripides, accused of misogyny, gets a relative in drag to infiltrate an all-woman festival and find out what revenge is being plotted, with predictable bawdy results. In 'The Frogs, ' written in the darkest days of the Peloponnesian War, the god Dionysus descends to the Underworld to find a poet to bring back: does Athens in her hour of danger need the traditional wisdom of Aeschylus or the brilliant modern cleverness of Euripides? As the great debate proceeds, Aristophanes combines parody with slapstick and political discussion with pantomime high spirit, to produce a hilarious and unique masterpiece.",1964,3.95,224,372
9.78E+12,140441735,Rameau's Nephew / D'alembert's Dream,Denis Diderot,Fiction,http://books.google.com/books/content?id=uMbVzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of the key figures of the French Enlightenment, Denis Diderot was a passionate critic of conventional morality, society and religion. Among his greatest and most well-known works, these two dialogues are dazzling examples of his radical scientific and philosophical beliefs. In Rameau's Nephew, the eccentric and foolish nephew of the great composer Jean-Philippe Rameau meets Diderot by chance, and the two embark on a hilarious consideration of society, music, literature, politics, morality and philosophy. Its companion-piece, D'Alembert's Dream, outlines a material, atheistic view of the universe, expressed through the fevered dreams of Diderot's friend D'Alembert. Unpublished during his lifetime, both of these powerfully controversial works show Diderot to be one of the most advanced thinkers of his age, and serve as fascinating testament to the philosopher's wayward genius.",1976,3.67,237,1264
9.78E+12,140441794,"The Gambler, Bobok, A Nasty Story",Fiodor Mijaïlovich Dostoevskiï;Fyodor Dostoyevsky,Fiction,http://books.google.com/books/content?id=8Af3uAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The stories in this volume demonstrate Dostoyevsky’s genius for fusing caricature, irony and the grotesque to create a powerful dark humour. The Gambler is a breathtaking portrayal of an intense and futile obsession. Based on Dostoyevsky’s own experience of financial desperation and the compulsive desire to win money, it focuses on the characters that take their places at the gaming tables of ‘Roulettenburg’: the outspoken, aristocratic ‘Grandmamma’, the mercenary Mademoiselle Blanche, the cool, mysterious Polina and Alex, the author’s self-portrait; a man gripped by exhilaration and hopelessness. Bobok is a blackly comic satire in which a desolate writer becomes drawn into the conversations of the dead, and A Nasty Story is a humorous look at the disparity between a man’s exaggerated ideal of himself and the sad reality.",1966,4,240,565
9.78E+12,140442057,Cousin Pons,Honore Balzac,Fiction,http://books.google.com/books/content?id=qVrTzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mild, harmless and ugly to behold, the impoverished Pons is an ageing musician whose brief fame has fallen to nothing. Living a placid Parisian life as a bachelor in a shared apartment with his friend Schmucke, he maintains only two passions: a devotion to fine dining in the company of wealthy but disdainful relatives, and a dedication to the collection of antiques. When these relatives become aware of the true value of his art collection, however, their sneering contempt for the parasitic Pons rapidly falls away as they struggle to obtain a piece of the weakening man's inheritance. Taking its place in the Human Comedy as a companion to Cousin Bette, the darkly humorous Cousin Pons is among of the last and greatest of Balzac's novels concerning French urban society: a cynical, pessimistic but never despairing consideration of human nature.",2006,3.99,336,894
9.78E+12,140442243,Home of the Gentry,Ivan Turgenev,Fiction,http://books.google.com/books/content?id=j7snw8iJobgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The nobleman Lavretsky, broken and disillusioned by a failed marriage, returns from Paris to his Russian estate, where he begins to fall in love with a young woman named Liza.",1970,3.92,298,2070
9.78E+12,140442324,A Harlot High and Low,Honore Balzac,Fiction,http://books.google.com/books/content?id=tcVnaPgSagAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Handsome would-be poet Lucien Chardon is poor and naive, but highly ambitious. Failing to make his name in his dull provincial hometown, he is taken up by a patroness, the captivating married woman Madame de Bargeton, and prepares to forge his way in the glamorous beau monde of Paris. But Lucien has entered a world far more dangerous than he realized, as Madame de Bargeton's reputation becomes compromised and the fickle, venomous denizens of the courts and salons conspire to keep him out of their ranks. Lucien eventually learns that, wherever he goes, talent counts for nothing in comparison to money, intrigue and unscrupulousness. Lost Illusions is one of the greatest novels in the rich procession of the Comedie humaine, Balzac's panoramic social and moral history of his times.",1970,4.05,554,1473
9.78E+12,140442375,Rabouilleuse,Honoré de Balzac,Fiction,http://books.google.com/books/content?id=E7WaaxaiSVkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Philippe and Joseph Bridau are two extremely different brothers. The elder, Philippe, is a superficially heroic soldier and adored by their mother Agathe. He is nonetheless a bitter figure, secretly gambling away her savings after a brief but glorious career in Napoleon’s army. His younger brother Joseph, meanwhile, is fundamentally virtuous - but their mother is blinded to his kindness by her disapproval of his life as an artist. Foolish and prejudiced, Agathe lives on unaware that she is being cynically manipulated by her own favourite child, but will she ever discover which of her sons is truly the black sheep of the family? A dazzling depiction of the power of money and the cruelty of life in nineteenth-century France, The Black Sheep compellingly explores is a compelling exploration of the nature of deceit.",1970,3.98,339,1427
9.78E+12,140442413,Germania,Cornelius Tacitus,History,http://books.google.com/books/content?id=-TCOs_SFAy0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Agricola is both a portrait of Julius Agricola – the most famous governor of Roman Britain and Tacitus' well-loved and respected father-in-law – and the first detailed account of Britain that has come down to us. It offers fascinating descriptions of the geography, climate and peoples of the country, and a succinct account of the early stages of the Roman occupation, nearly fatally undermined by Boudicca's revolt in AD 61 but consolidated by campaigns that took Agricola as far as Anglesey and northern Scotland. The warlike German tribes are the focus of Tacitus' attention in the Germania, which, like the Agricola, often compares the behaviour of 'barbarian' peoples favourably with the decadence and corruption of Imperial Rome.",1970,3.98,174,3895
9.78E+12,140442529,Notes from Underground,Fyodor Dostoyevsky,Fiction,http://books.google.com/books/content?id=-s47DK9xBS4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single, tormented, character dominates both of these short novels written at different stages of Dostoyevsky's career",1972,4.2,287,4537
,,,,,,,,,,
9.78E+12,140442723,Li Po and Tu Fu,Arthur R. V. Cooper,Poetry,http://books.google.com/books/content?id=S4SPUkPIIZYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Offers translations of poems by the two Chinese writers.,1973,4.11,256,359
9.78E+12,140442758,Phaedrus,Plato,Philosophy,http://books.google.com/books/content?id=fNHF-hAPJdgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Set in the idyllic countryside outside Athens, the Phraedrusis a dialogue between the philosopher Socrates and his friend Phaedrus, inspired by their reading of a clumsy speech by the writer Lysias on the nature of love. Their conversation develops into a wide-ranging discussion on such subjects as the pursuit of beauty, the immortality of the soul and the attainment of truth, and ends with an in-depth consideration of the principles of rhetoric. Probably a work of Plato's maturity, the Phaedrusrepresents a high point in his achievement as a writer. This volume also contains two of his letters, which discuss his involvement in politics, in particular his role as adviser to Dionysius II of Syracuse, which are crucial documents for our understanding of Plato's life and career.",1973,4.12,160,216
,,,,,,,,,,
9.78E+12,140443339,The Oresteia,Aeschylus,Drama,http://books.google.com/books/content?id=NtSGKcgMIlIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A trilogy of plays dramatizes the murder of Agamemnon by his wife, Clytaemnestra, the revenge of her son, Orestes, and his judgement by the court of Athena",1984,4.01,335,27759
9.78E+12,140443487,Lun Yü,Confucius,Philosophy,http://books.google.com/books/content?id=1e7XlNv5oX0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Confucius' teachings, preserved by his students, consist of aphorisms and parables that illustrate his views on morality",1979,3.84,249,11565
9.78E+12,140443533,Notre-Dame de Paris,Victor Hugo;John Sturrock,Fiction,http://books.google.com/books/content?id=fYmEyx-TMlMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tells the story of the hunchback Quasimodeo, bell-ringer of Nortre-Dame, the archdeacon Claude Frollo, and the gypsy dancer Esmeralda who wins Quasimodo's selfless devotion.",1978,3.99,493,879
,,,,,,,,,,
9.78E+12,140443878,Terre,Émile Zola,Fiction,http://books.google.com/books/content?id=JaTP2NB6KlsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,No Marketing Blurb,1980,4.08,499,1053
9.78E+12,140443940,Eugene Onegin,Aleksandr Sergeevich Pushkin;Charles Johnston,English poetry,http://books.google.com/books/content?id=c3eIQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Distinguished by James E. Falen's masterful use of contemporary American English and handling of rhyme and meter, this new translation of Alexander Pushkin's verse novel ably provides English readers with the chance to experience the work of the poet Russians regard as the fountainhead of their literature. The introduction includes Falen's discussion of how his translation compares with those of his predecessors and a general analysis of the poem. Nearly one hundred notes annotate the text.""",1979,4.09,240,200
9.78E+12,140444084,Love Visions,Geoffrey Chaucer,Literary Criticism,http://books.google.com/books/content?id=renlXZJKGy4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Gathers four of Chaucer's longer poems that depict poetic dreams about the rituals and emotions of courtly love,1983,3.58,272,67
9.78E+12,140444300,Les Miserables,Victor Hugo;Norman Denny,Fiction,http://books.google.com/books/content?id=X3KZKnFd7H8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After nineteen years in prison, Jean Valjean has difficulty adjusting to the outside world, which scorns and shuns him",1982,4.16,1232,3753
9.78E+12,140444424,Divina Commedia. English,Dante Alighieri,Poetry,http://books.google.com/books/content?id=PCLZxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Detailed notes accompany a modern English translation of Dante's epic poem about a spiritual pilgrim led by the ghost of Virgil through the circles of hell,1985,4.02,399,734
9.78E+12,140444432,Divina Commedia. English,Dante Alighieri,Poetry,http://books.google.com/books/content?id=wMZdyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dante relates his mystical interpretation of the heavens, and his moment of transcendent glory, as he journeys, first with Beatrice, then alone, toward the Trinity. Including an interpretive commentary, a glossary and bibliography, this translation seeks to clarify the theological themes and make Dante accessible to the English-speaking public.",1986,3.95,433,354
9.78E+12,140445145,Twilight of Idols and Anti-Christ,Friedrich Nietzsche,Philosophy,http://books.google.com/books/content?id=-ur_M2YcDYIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'Twilight of the Idols', an attack on all the prevalent ideas of his time, offers a lightning tour of his whole philosophy. It also prepares the way for 'The Anti-Christ', a final assault on institutional Christianity. Both works show Nietzsche lashing out at self-deception, astounded at how often morality is based on vengefulness and resentment. Both reveal a profound understanding of human mean-spiritedness which still cannot destroy the underlying optimism of Nietzsche, the supreme affirmer among the great philosophers.",1990,4.16,208,6906
9.78E+12,140445226,Sketches from a Hunter's Album,Ivan Turgenev,Fiction,http://books.google.com/books/content?id=3V1ufDxyAkgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Turgenev’s first major prose work is a series of twenty-five Sketches: the observations and anecdotes of the author during his travels through Russia satisfying his passion for hunting. His album is filled with moving insights into the lives of those he encounters – peasants and landowners, doctors and bailiffs, neglected wives and bereft mothers – each providing a glimpse of love, tragedy, courage and loss, and anticipating Turgenev’s great later works such as First Love and Fathers and Sons. His depiction of the cruelty and arrogance of the ruling classes was considered subversive and led to his arrest and confinement to his estate, but these sketches opened the minds of contemporary readers to the plight of the peasantry and were even said to have led Tsar Alexander II to abolish serfdom.",1990,3.93,403,5846
9.78E+12,140445501,Gargantua and Pantagruel,Francois Rabelais;Michael Andrew Screech,Biography & Autobiography,http://books.google.com/books/content?id=fWwtsxg7zG0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The dazzling and exuberant moral stories of Rabelais (c. 1471-1553) expose human follies with their mischievous and often obscene humour, while intertwining the realistic with carnivalesque fantasy to make us look afresh at the world. Gargantua depicts a young giant, reduced to laughable insanity by an education at the hands of paternal ignorance, old crones and syphilitic professors, who is rescued and turned into a cultured Christian knight. And in Pantagruel and its three sequels, Rabelais parodied tall tales of chivalry and satirized the law, theology and academia to portray the bookish son of Gargantua who becomes a Renaissance Socrates, divinely guided in his wisdom, and his idiotic, self-loving companion Panurge.",2006,3.71,1041,11605
